Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
19,No,Travel_Rarely,626,Sales,25,4,Human Resources,1,713,1,Male,78,3,2,Research Director,4,Single,4134,13624,7,Y,Yes,11,4,4,80,2,19,1,4,3,0,12,3
28,No,Travel_Rarely,623,Human Resources,21,2,Other,1,714,3,Female,82,2,3,Manufacturing Director,4,Single,3598,18653,5,Y,Yes,21,4,2,80,1,30,5,2,13,2,4,5
56,No,Non-Travel,712,Sales,17,2,Marketing,1,715,1,Male,85,1,5,Manager,4,Divorced,5052,24934,5,Y,Yes,15,4,3,80,1,8,4,2,29,4,6,14
55,No,Travel_Rarely,1279,Sales,23,3,Medical,1,716,3,Male,69,2,1,Laboratory Technician,4,Married,13741,19077,2,Y,Yes,19,3,4,80,0,20,4,2,6,13,9,9
51,No,Travel_Frequently,1463,Sales,25,2,Technical Degree,1,717,1,Female,53,4,5,Sales Representative,4,Single,4824,14663,4,Y,Yes,17,4,2,80,3,7,4,3,11,3,13,16
55,No,Travel_Rarely,224,Sales,11,2,Medical,1,718,1,Female,62,1,3,Laboratory Technician,1,Single,4520,19799,9,Y,Yes,17,3,1,80,1,38,2,1,23,8,12,9
51,No,Travel_Rarely,970,Sales,17,2,Medical,1,719,1,Female,52,1,1,Sales Representative,3,Divorced,2249,16517,1,Y,No,12,4,2,80,1,36,4,2,38,17,2,4
35,Yes,Travel_Frequently,379,Human Resources,26,2,Life Sciences,1,720,2,Female,83,1,1,Research Director,3,Divorced,16565,20467,4,Y,Yes,13,3,2,80,3,28,2,2,21,9,13,6
47,No,Travel_Frequently,1016,Human Resources,14,2,Human Resources,1,721,3,Female,82,2,3,Laboratory Technician,2,Single,19458,19619,4,Y,No,14,4,2,80,3,18,5,2,29,7,11,9
32,No,Travel_Frequently,721,Sales,29,2,Human Resources,1,722,4,Female,78,4,2,Research Scientist,4,Divorced,19888,5967,6,Y,No,12,4,4,80,1,34,5,4,38,12,8,10
44,No,Travel_Frequently,945,Human Resources,20,2,Human Resources,1,723,1,Male,78,2,1,Manager,1,Single,13997,26709,3,Y,Yes,20,3,1,80,3,37,0,2,19,1,0,2
51,No,Travel_Rarely,773,Human Resources,19,2,Life Sciences,1,724,2,Male,89,4,3,Manufacturing Director,4,Married,3014,15211,5,Y,Yes,19,3,2,80,0,25,4,1,25,6,7,10
55,No,Travel_Frequently,1251,Research & Development,21,4,Marketing,1,725,4,Male,94,2,4,Research Director,4,Divorced,5944,23169,8,Y,No,15,3,1,80,0,10,3,4,4,10,4,5
50,Yes,Travel_Frequently,413,Sales,7,2,Marketing,1,726,1,Female,61,2,5,Research Scientist,2,Divorced,1948,24509,3,Y,Yes,23,3,2,80,2,35,5,1,39,4,9,5
41,No,Non-Travel,431,Human Resources,24,4,Technical Degree,1,727,4,Male,50,2,1,Manufacturing Director,1,Married,17490,8634,5,Y,Yes,17,4,4,80,1,34,1,4,5,17,8,14
32,Yes,Travel_Frequently,1273,Human Resources,13,4,Marketing,1,728,2,Female,47,1,4,Research Scientist,1,Single,11683,24352,8,Y,No,21,3,2,80,0,3,1,4,33,7,1,2
47,No,Travel_Frequently,135,Sales,18,1,Marketing,1,729,4,Male,89,2,1,Research Scientist,3,Single,15012,2840,9,Y,Yes,19,3,2,80,0,2,5,3,4,9,0,10
59,No,Non-Travel,1145,Research & Development,23,1,Human Resources,1,730,1,Female,42,4,2,Research Scientist,4,Divorced,5692,23467,0,Y,Yes,15,4,1,80,0,11,0,4,9,1,9,7
34,Yes,Non-Travel,305,Sales,14,4,Other,1,731,4,Male,53,4,3,Sales Executive,1,Single,4240,3461,7,Y,No,16,3,1,80,2,31,6,4,27,2,6,7
22,No,Travel_Rarely,738,Research & Development,1,4,Medical,1,732,4,Female,59,4,1,Manufacturing Director,3,Single,10762,23318,0,Y,No,14,3,1,80,3,25,1,1,2,4,9,15
46,No,Non-Travel,947,Sales,7,2,Marketing,1,733,1,Female,31,1,3,Research Scientist,1,Married,14731,17405,3,Y,No,24,3,3,80,2,12,1,1,12,15,11,2
21,No,Travel_Rarely,1479,Sales,8,1,Marketing,1,734,2,Female,54,2,1,Human Resources,4,Married,19018,17003,2,Y,Yes,18,4,1,80,2,37,6,2,1,9,10,7
27,No,Non-Travel,539,Sales,18,3,Life Sciences,1,735,2,Female,79,2,2,Human Resources,3,Married,11130,5472,3,Y,No,11,3,2,80,2,28,0,3,34,10,8,7
34,No,Non-Travel,828,Sales,9,1,Technical Degree,1,736,4,Male,43,3,2,Sales Representative,1,Divorced,18916,17847,6,Y,Yes,11,4,3,80,2,18,6,4,27,15,13,12
27,Yes,Travel_Rarely,1219,Research & Development,1,4,Other,1,737,3,Male,35,1,4,Manager,2,Married,8608,25547,8,Y,Yes,15,3,1,80,1,34,0,3,36,11,4,0
34,Yes,Non-Travel,1040,Research & Development,29,4,Life Sciences,1,738,4,Female,59,4,2,Laboratory Technician,1,Married,13409,8575,8,Y,Yes,20,4,4,80,1,26,0,2,22,1,10,9
37,Yes,Travel_Rarely,263,Human Resources,22,2,Human Resources,1,739,3,Female,59,4,3,Sales Representative,4,Single,18824,6843,9,Y,No,19,4,1,80,0,30,3,3,22,10,3,4
41,No,Non-Travel,247,Sales,17,2,Medical,1,740,4,Female,67,2,2,Sales Executive,2,Married,12589,9739,0,Y,Yes,12,3,4,80,2,2,0,4,34,0,3,4
22,No,Travel_Frequently,393,Research & Development,19,1,Technical Degree,1,741,2,Male,87,4,1,Human Resources,1,Divorced,13437,16852,9,Y,Yes,21,3,3,80,2,34,0,1,38,4,11,16
51,No,Non-Travel,294,Research & Development,27,2,Life Sciences,1,742,4,Female,70,2,2,Manufacturing Director,1,Married,18999,18324,0,Y,No,13,3,4,80,0,23,0,3,31,13,12,13
23,No,Travel_Rarely,762,Research & Development,6,3,Marketing,1,743,4,Female,86,2,3,Manager,3,Divorced,10705,20893,8,Y,No,18,3,3,80,3,6,5,4,1,17,7,5
19,No,Non-Travel,579,Sales,3,3,Marketing,1,744,3,Male,65,3,1,Manager,4,Single,16376,11157,3,Y,Yes,15,3,4,80,1,34,4,2,15,6,0,13
30,No,Travel_Rarely,222,Human Resources,24,2,Technical Degree,1,745,2,Female,93,1,4,Laboratory Technician,1,Single,19982,24406,2,Y,No,13,3,1,80,2,20,5,4,15,4,0,11
28,No,Travel_Rarely,798,Research & Development,5,3,Marketing,1,746,3,Female,45,2,4,Manufacturing Director,1,Married,12611,20422,8,Y,Yes,16,4,3,80,3,0,4,3,2,7,14,0
40,No,Travel_Frequently,1064,Sales,2,3,Life Sciences,1,747,4,Male,43,2,4,Laboratory Technician,1,Single,8590,16516,4,Y,Yes,16,4,2,80,3,5,3,4,27,14,7,4
33,No,Travel_Frequently,760,Research & Development,20,1,Life Sciences,1,748,1,Female,60,2,1,Manager,4,Married,19711,14432,5,Y,Yes,24,3,2,80,2,38,3,4,28,4,14,13
48,No,Travel_Rarely,1227,Research & Development,25,3,Marketing,1,749,4,Female,95,3,4,Sales Executive,2,Single,7565,20234,0,Y,No,15,4,2,80,2,33,1,3,19,12,1,6
28,No,Non-Travel,809,Human Resources,4,4,Marketing,1,750,4,Male,97,2,2,Research Director,4,Divorced,19360,9432,0,Y,No,15,3,1,80,3,17,6,3,35,1,9,14
33,No,Travel_Rarely,495,Research & Development,10,4,Human Resources,1,751,3,Female,94,1,1,Research Director,3,Single,2835,20837,6,Y,Yes,16,3,2,80,1,24,6,2,32,4,5,8
25,No,Travel_Rarely,1011,Research & Development,10,1,Medical,1,752,1,Male,84,1,1,Human Resources,3,Married,17738,17148,9,Y,Yes,12,4,3,80,1,14,5,4,21,4,1,14
21,No,Non-Travel,1460,Sales,24,2,Technical Degree,1,753,1,Female,69,4,1,Manager,4,Married,10797,21400,7,Y,Yes,16,3,2,80,2,31,4,1,7,5,4,15
57,No,Non-Travel,1104,Sales,21,1,Life Sciences,1,754,3,Female,54,1,5,Sales Executive,1,Married,4195,13194,7,Y,Yes,12,4,3,80,2,17,3,3,23,15,2,8
21,No,Non-Travel,1265,Human Resources,11,2,Technical Degree,1,755,2,Female,54,4,3,Laboratory Technician,1,Divorced,14868,16819,6,Y,No,13,3,2,80,0,30,3,4,36,1,6,6
42,No,Non-Travel,416,Sales,27,2,Human Resources,1,756,1,Female,32,1,5,Sales Executive,2,Single,10179,8625,8,Y,No,12,4,4,80,0,28,5,1,19,4,8,6
20,No,Travel_Rarely,780,Sales,16,2,Life Sciences,1,757,1,Female,98,4,5,Healthcare Representative,4,Married,9345,9404,0,Y,No,11,3,3,80,1,14,1,1,11,14,1,16
49,No,Travel_Rarely,1433,Human Resources,26,2,Human Resources,1,758,3,Male,55,2,5,Laboratory Technician,4,Divorced,1906,16674,1,Y,No,22,4,2,80,0,22,0,4,19,0,6,10
20,No,Travel_Frequently,594,Research & Development,29,2,Human Resources,1,759,2,Female,69,3,3,Research Scientist,1,Divorced,12955,12507,2,Y,No,11,4,2,80,3,37,2,4,19,2,12,5
44,No,Travel_Rarely,655,Human Resources,29,1,Other,1,760,2,Female,67,3,5,Laboratory Technician,3,Divorced,16768,22387,4,Y,Yes,19,3,2,80,3,10,1,4,3,14,12,13
46,No,Non-Travel,709,Sales,17,2,Marketing,1,761,4,Male,67,3,4,Human Resources,3,Single,8198,20697,3,Y,No,23,3,3,80,3,14,6,1,29,2,7,14
49,No,Travel_Frequently,208,Human Resources,16,3,Other,1,762,4,Male,97,2,1,Research Director,2,Single,2620,6623,3,Y,Yes,14,4,3,80,3,22,6,4,30,7,13,7
36,Yes,Non-Travel,471,Research & Development,7,3,Technical Degree,1,763,3,Female,36,3,1,Laboratory Technician,2,Single,12820,21547,7,Y,Yes,15,3,2,80,2,2,2,3,21,14,9,3
38,No,Travel_Rarely,954,Human Resources,16,2,Technical Degree,1,764,2,Male,59,1,2,Research Scientist,3,Divorced,12766,25570,7,Y,No,20,3,4,80,3,18,1,1,14,0,14,0
22,No,Travel_Frequently,715,Sales,3,3,Marketing,1,765,3,Female,48,4,4,Healthcare Representative,4,Single,9523,9015,6,Y,No,24,3,3,80,1,0,1,3,37,5,7,5
35,No,Non-Travel,867,Sales,26,4,Other,1,766,4,Male,64,2,3,Sales Executive,2,Married,5338,17261,0,Y,Yes,17,3,3,80,0,23,0,3,36,16,6,0
45,No,Travel_Frequently,305,Human Resources,16,1,Technical Degree,1,767,3,Male,62,3,1,Manufacturing Director,1,Divorced,16911,9782,9,Y,Yes,12,3,4,80,1,10,3,4,27,15,13,4
59,No,Travel_Frequently,946,Research & Development,8,1,Other,1,768,3,Female,62,1,5,Research Director,4,Single,17813,7214,3,Y,Yes,22,3,1,80,2,29,4,3,10,12,14,4
39,No,Travel_Rarely,142,Human Resources,12,2,Marketing,1,769,1,Male,67,1,2,Sales Executive,1,Divorced,6301,8938,0,Y,No,21,4,4,80,0,10,1,4,13,0,11,4
38,No,Non-Travel,964,Research & Development,3,2,Life Sciences,1,770,1,Female,39,2,2,Healthcare Representative,2,Divorced,16144,4988,4,Y,No,20,4,2,80,0,38,0,1,10,2,3,16
23,Yes,Travel_Frequently,1368,Research & Development,17,4,Human Resources,1,771,1,Male,86,2,1,Manufacturing Director,3,Single,14784,7156,2,Y,No,19,3,3,80,0,0,6,3,8,5,3,11
18,No,Travel_Frequently,1410,Human Resources,21,2,Human Resources,1,772,4,Male,57,3,4,Manager,2,Divorced,3423,7512,2,Y,No,22,4,3,80,3,11,2,4,23,2,9,6
22,No,Non-Travel,1478,Research & Development,18,3,Other,1,773,3,Male,67,4,2,Sales Representative,3,Single,9272,11788,3,Y,Yes,14,3,3,80,2,3,5,2,9,14,12,14
58,No,Travel_Frequently,884,Sales,11,4,Technical Degree,1,774,1,Female,45,3,1,Human Resources,4,Single,2573,16185,1,Y,No,20,4,3,80,1,24,6,4,37,14,12,12
29,No,Travel_Frequently,575,Human Resources,4,3,Other,1,775,1,Female,50,3,4,Sales Executive,2,Single,17803,20734,6,Y,Yes,20,3,1,80,3,7,5,2,36,10,8,11
43,Yes,Travel_Frequently,182,Research & Development,16,1,Other,1,776,1,Male,35,2,1,Manufacturing Director,2,Divorced,1466,11971,3,Y,No,23,3,3,80,0,14,3,4,31,5,14,12
51,No,Non-Travel,1233,Sales,17,3,Medical,1,777,4,Female,70,3,1,Manager,2,Divorced,16787,22372,4,Y,No,23,3,3,80,1,29,5,2,19,5,11,5
31,Yes,Non-Travel,289,Human Resources,9,1,Human Resources,1,778,4,Female,44,3,4,Sales Representative,4,Single,6176,12640,1,Y,No,11,4,1,80,1,39,1,3,13,8,9,0
43,No,Non-Travel,899,Sales,6,3,Marketing,1,779,3,Female,32,4,4,Sales Representative,1,Divorced,4393,21254,5,Y,Yes,18,3,2,80,1,31,2,2,37,13,8,5
44,Yes,Non-Travel,1035,Sales,24,1,Other,1,780,3,Male,72,1,4,Research Director,1,Single,10757,8487,8,Y,Yes,14,3,2,80,2,34,1,3,3,10,4,12
26,No,Travel_Rarely,350,Sales,27,2,Medical,1,781,3,Female,76,1,1,Research Director,3,Married,16164,21294,7,Y,No,17,4,1,80,3,20,5,3,23,5,6,12
43,No,Travel_Frequently,390,Research & Development,20,3,Medical,1,782,1,Male,43,4,2,Research Director,2,Divorced,13222,22997,7,Y,Yes,13,4,2,80,2,30,4,4,31,17,6,12
39,No,Non-Travel,1324,Human Resources,25,1,Human Resources,1,783,2,Male,95,1,3,Research Director,1,Divorced,19419,15688,1,Y,Yes,21,3,2,80,0,35,6,3,9,14,8,3
47,No,Travel_Frequently,425,Human Resources,2,3,Human Resources,1,784,4,Male,58,3,3,Research Director,4,Married,19016,14452,3,Y,No,22,4,4,80,0,26,5,1,15,8,11,4
34,No,Travel_Frequently,936,Research & Development,9,4,Human Resources,1,785,1,Male,33,4,1,Manager,2,Married,19368,17372,7,Y,No,19,4,4,80,1,7,4,2,38,10,14,12
43,No,Travel_Rarely,607,Human Resources,28,2,Marketing,1,786,1,Male,55,4,1,Human Resources,3,Married,1003,13999,0,Y,Yes,23,3,4,80,1,22,5,4,31,1,6,8
53,No,Non-Travel,830,Sales,21,1,Medical,1,787,3,Female,41,2,2,Laboratory Technician,1,Single,8477,15434,7,Y,No,15,3,1,80,1,22,3,3,17,5,7,16
18,Yes,Non-Travel,171,Human Resources,29,4,Technical Degree,1,788,3,Female,31,1,4,Manager,4,Single,6998,14416,2,Y,Yes,15,3,3,80,2,32,2,2,24,13,6,2
25,No,Travel_Frequently,1370,Research & Development,6,3,Marketing,1,789,1,Male,46,2,1,Healthcare Representative,4,Married,1602,21248,7,Y,Yes,13,3,1,80,3,12,4,2,6,13,10,14
52,No,Non-Travel,740,Sales,3,4,Life Sciences,1,790,4,Female,64,3,5,Research Director,3,Single,8256,15945,5,Y,No,21,4,1,80,2,38,0,1,17,12,3,0
32,Yes,Travel_Frequently,1039,Research & Development,20,3,Other,1,791,4,Female,39,4,4,Manufacturing Director,1,Divorced,11559,3017,6,Y,Yes,19,3,1,80,0,34,3,2,17,4,11,8
39,No,Travel_Frequently,707,Sales,6,2,Human Resources,1,792,1,Female,72,3,1,Manufacturing Director,2,Married,14686,6690,1,Y,No,13,3,1,80,1,15,1,4,2,8,1,5
31,No,Travel_Rarely,665,Sales,7,4,Medical,1,793,2,Female,50,1,5,Healthcare Representative,4,Divorced,14973,10373,0,Y,Yes,12,3,4,80,1,11,5,4,0,10,2,0
43,No,Travel_Rarely,1467,Human Resources,1,2,Other,1,794,2,Female,44,2,2,Manager,3,Single,7714,25143,5,Y,Yes,21,4,1,80,2,30,2,3,32,6,6,6
45,Yes,Travel_Rarely,153,Sales,23,1,Marketing,1,795,4,Female,64,1,5,Manufacturing Director,4,Married,9376,16378,2,Y,Yes,23,3,4,80,0,4,2,3,6,1,13,9
40,No,Travel_Frequently,627,Research & Development,1,3,Life Sciences,1,796,3,Female,89,3,1,Research Scientist,4,Single,12701,20835,3,Y,Yes,19,3,3,80,3,39,5,4,9,11,10,5
31,No,Non-Travel,710,Human Resources,5,3,Marketing,1,797,2,Male,73,2,3,Research Scientist,1,Divorced,15891,20336,8,Y,Yes,22,3,2,80,1,24,0,2,7,4,10,6
41,Yes,Travel_Rarely,292,Research & Development,6,2,Marketing,1,798,2,Male,34,1,1,Laboratory Technician,1,Single,4251,6700,2,Y,Yes,22,4,4,80,1,20,6,2,31,1,12,5
19,No,Non-Travel,157,Sales,13,2,Technical Degree,1,799,3,Male,47,3,3,Research Scientist,2,Divorced,9144,15901,1,Y,No,19,3,1,80,0,2,6,1,22,13,8,7
43,No,Travel_Rarely,1234,Research & Development,2,1,Other,1,800,2,Female,50,1,2,Sales Executive,4,Single,17438,26838,1,Y,Yes,20,3,3,80,1,9,4,3,16,6,12,1
31,No,Travel_Rarely,228,Research & Development,15,4,Technical Degree,1,801,1,Female,80,4,2,Research Director,3,Divorced,10916,24597,1,Y,Yes,22,3,1,80,3,22,5,2,13,4,13,8
24,No,Travel_Frequently,805,Sales,15,3,Marketing,1,802,2,Male,70,2,4,Healthcare Representative,4,Single,3910,2660,5,Y,Yes,23,3,3,80,2,16,2,2,16,3,10,8
20,No,Travel_Rarely,951,Human Resources,13,3,Life Sciences,1,803,3,Female,53,2,4,Sales Executive,3,Married,19254,19699,1,Y,No,14,4,2,80,0,34,0,3,24,9,1,6
40,No,Travel_Rarely,1449,Research & Development,26,1,Medical,1,804,1,Female,53,2,3,Human Resources,4,Married,12482,9381,6,Y,Yes,14,4,3,80,1,24,6,4,20,15,13,8
35,No,Travel_Frequently,107,Sales,25,1,Medical,1,805,2,Male,67,4,3,Research Director,3,Single,4348,4919,6,Y,Yes,23,3,3,80,1,1,0,2,5,5,6,16
55,Yes,Non-Travel,128,Human Resources,14,2,Other,1,806,4,Male,73,2,2,Manufacturing Director,4,Divorced,18985,20456,6,Y,Yes,21,4,2,80,3,26,6,1,19,5,3,2
52,No,Travel_Rarely,1235,Human Resources,26,2,Human Resources,1,807,1,Male,86,4,5,Research Director,4,Single,6830,23826,1,Y,No,20,4,2,80,2,8,1,2,19,8,6,15
32,No,Travel_Frequently,1046,Human Resources,22,4,Human Resources,1,808,1,Female,88,2,3,Sales Representative,2,Married,12529,20403,6,Y,No,23,3,3,80,3,3,0,2,25,0,11,15
42,No,Travel_Rarely,230,Research & Development,7,1,Medical,1,809,4,Female,63,1,3,Sales Representative,1,Divorced,9120,12932,9,Y,No,23,3,1,80,2,25,3,1,31,15,4,1
54,Yes,Travel_Frequently,287,Research & Development,14,4,Marketing,1,810,4,Female,52,1,5,Sales Executive,1,Single,19474,25009,7,Y,Yes,16,4,4,80,3,31,2,4,7,16,6,10
45,No,Non-Travel,808,Research & Development,26,1,Marketing,1,811,2,Male,72,1,4,Manager,3,Single,6480,2815,7,Y,Yes,19,3,1,80,2,28,3,1,28,12,5,15
27,No,Non-Travel,1487,Human Resources,24,3,Technical Degree,1,812,2,Male,69,1,4,Manufacturing Director,4,Divorced,10443,23161,1,Y,Yes,18,3,4,80,1,21,6,1,16,5,12,14
56,No,Travel_Frequently,1327,Research & Development,27,1,Other,1,813,3,Female,76,4,3,Research Scientist,4,Single,7370,16510,4,Y,No,20,3,2,80,1,12,0,3,17,1,1,0
34,No,Travel_Frequently,311,Sales,29,1,Technical Degree,1,814,3,Male,70,3,4,Sales Representative,1,Married,1170,14289,5,Y,Yes,13,3,1,80,1,22,0,2,39,7,11,16
56,No,Travel_Frequently,375,Research & Development,10,3,Human Resources,1,815,1,Male,76,3,4,Human Resources,3,Married,3809,6734,8,Y,No,16,4,2,80,0,30,3,4,17,3,6,2
39,No,Non-Travel,1196,Research & Development,17,1,Medical,1,816,4,Female,49,1,4,Healthcare Representative,2,Divorced,7993,22013,5,Y,No,23,3,3,80,2,35,1,2,10,8,4,6
43,No,Travel_Rarely,342,Human Resources,14,4,Marketing,1,817,4,Male,94,3,2,Research Director,2,Single,12946,4753,9,Y,Yes,17,4,3,80,0,39,0,4,11,6,14,10
42,No,Non-Travel,1225,Research & Development,8,2,Medical,1,818,3,Male,97,3,1,Healthcare Representative,2,Single,4991,8505,5,Y,Yes,16,3,1,80,2,30,3,1,14,0,8,13
34,No,Travel_Frequently,1086,Sales,4,2,Life Sciences,1,819,1,Male,53,2,3,Sales Representative,4,Married,1826,13559,9,Y,No,13,3,2,80,1,14,3,3,25,13,12,15
30,No,Travel_Frequently,784,Human Resources,26,4,Medical,1,820,1,Female,65,4,3,Sales Representative,3,Divorced,10857,16905,9,Y,Yes,24,4,1,80,0,13,2,1,2,1,12,5
37,No,Non-Travel,270,Sales,16,3,Life Sciences,1,821,3,Female,74,1,2,Human Resources,1,Divorced,17513,6685,5,Y,No,24,4,1,80,0,34,1,2,2,7,10,1
42,No,Travel_Frequently,752,Human Resources,24,1,Technical Degree,1,822,3,Male,31,3,1,Laboratory Technician,4,Divorced,18801,18585,8,Y,No,24,4,4,80,3,23,4,3,37,10,0,10
21,No,Non-Travel,287,Human Resources,13,4,Technical Degree,1,823,3,Female,57,3,1,Sales Executive,4,Married,7798,19388,9,Y,Yes,23,4,3,80,2,29,3,3,34,4,0,10
27,No,Travel_Frequently,1209,Research & Development,22,2,Human Resources,1,824,2,Female,55,1,2,Research Scientist,2,Married,18791,19696,6,Y,Yes,23,3,1,80,3,29,2,2,8,17,14,9
20,No,Travel_Rarely,151,Sales,27,2,Medical,1,825,1,Female,52,2,5,Manager,3,Divorced,6136,20409,0,Y,Yes,19,3,3,80,0,26,4,4,39,11,1,3
58,No,Travel_Rarely,210,Human Resources,25,4,Medical,1,826,1,Male,65,1,5,Human Resources,3,Divorced,18421,21517,0,Y,Yes,14,4,4,80,0,39,2,3,3,4,7,16
35,No,Travel_Frequently,976,Research & Development,27,2,Life Sciences,1,827,1,Female,35,2,1,Laboratory Technician,2,Single,13491,13765,3,Y,Yes,12,3,2,80,1,13,2,4,19,6,14,9
53,No,Non-Travel,1166,Human Resources,20,4,Technical Degree,1,828,3,Male,64,3,5,Research Scientist,2,Single,8546,6221,1,Y,Yes,19,3,1,80,3,10,5,4,14,1,10,8
39,No,Travel_Rarely,310,Human Resources,18,2,Life Sciences,1,829,3,Male,67,4,5,Sales Executive,2,Divorced,6903,17327,2,Y,Yes,13,3,3,80,3,25,1,4,28,16,8,12
51,No,Non-Travel,1323,Human Resources,14,4,Technical Degree,1,830,3,Female,64,2,5,Research Scientist,4,Married,14855,24576,6,Y,No,16,4,1,80,3,20,0,3,4,12,10,10
25,No,Travel_Frequently,957,Human Resources,18,1,Life Sciences,1,831,3,Male,82,2,1,Laboratory Technician,4,Married,17406,5671,6,Y,Yes,15,4,2,80,2,8,1,1,38,10,10,9
57,No,Non-Travel,726,Human Resources,5,1,Technical Degree,1,832,4,Female,67,1,5,Sales Representative,4,Single,15949,6941,2,Y,Yes,24,4,1,80,0,0,4,3,39,4,11,4
36,No,Travel_Rarely,1149,Human Resources,26,1,Life Sciences,1,833,3,Female,88,3,3,Research Scientist,1,Divorced,10825,14466,1,Y,Yes,23,4,1,80,3,5,5,1,6,12,6,2
59,Yes,Non-Travel,398,Research & Development,9,1,Technical Degree,1,834,2,Male,72,4,1,Healthcare Representative,1,Married,7287,19988,0,Y,Yes,12,4,3,80,1,0,1,3,7,12,0,3
58,No,Non-Travel,1200,Human Resources,28,2,Other,1,835,4,Male,33,1,2,Research Scientist,3,Married,13193,20286,8,Y,No,11,4,2,80,0,21,0,1,31,7,11,2
54,No,Travel_Frequently,1023,Sales,3,3,Life Sciences,1,836,4,Female,34,1,5,Sales Representative,2,Married,2405,14191,9,Y,Yes,19,4,4,80,1,12,1,1,35,10,6,9
23,No,Travel_Frequently,236,Research & Development,8,4,Medical,1,837,3,Female,97,4,4,Research Director,2,Married,10670,6588,2,Y,No,13,3,2,80,0,37,1,3,32,7,12,12
43,No,Travel_Frequently,1143,Sales,20,3,Human Resources,1,838,1,Female,74,3,1,Research Director,4,Single,18578,26544,8,Y,No,17,3,2,80,1,39,1,4,36,9,7,4
51,No,Travel_Rarely,539,Human Resources,22,2,Other,1,839,3,Female,54,4,2,Research Director,1,Married,9767,12811,3,Y,No,19,4,4,80,3,30,3,4,31,10,6,12
23,No,Travel_Rarely,310,Sales,10,2,Other,1,840,1,Male,40,1,3,Human Resources,2,Married,8923,20733,9,Y,No,19,3,1,80,3,14,3,1,35,0,12,0
54,No,Travel_Frequently,851,Human Resources,22,3,Life Sciences,1,841,3,Male,58,1,2,Sales Executive,3,Divorced,2606,23443,5,Y,No,22,3,3,80,1,1,1,2,33,6,11,10
50,No,Travel_Frequently,534,Human Resources,19,3,Human Resources,1,842,3,Male,63,2,5,Sales Executive,2,Divorced,9643,9928,6,Y,Yes,20,4,1,80,2,30,0,2,24,7,4,2
39,No,Travel_Rarely,879,Research & Development,21,2,Medical,1,843,1,Female,43,4,4,Research Scientist,4,Single,9316,17325,9,Y,No,16,3,1,80,1,25,6,3,31,5,11,16
38,Yes,Travel_Rarely,1330,Research & Development,28,2,Other,1,844,1,Male,53,4,5,Manager,4,Single,12646,9120,5,Y,No,18,3,4,80,0,1,0,3,1,13,6,12
23,No,Travel_Rarely,538,Human Resources,3,4,Medical,1,845,1,Male,88,4,2,Sales Executive,1,Single,11556,16274,0,Y,Yes,19,4,4,80,1,10,0,3,8,6,9,15
23,No,Travel_Rarely,765,Research & Development,11,1,Technical Degree,1,846,1,Male,68,1,1,Healthcare Representative,3,Single,11058,22748,5,Y,No,13,4,1,80,1,32,0,2,37,2,10,5
21,No,Travel_Frequently,1165,Sales,11,1,Human Resources,1,847,2,Male,55,3,4,Healthcare Representative,3,Married,7250,6719,5,Y,Yes,16,3,2,80,0,17,5,4,28,1,1,6
47,Yes,Travel_Rarely,510,Research & Development,17,4,Marketing,1,848,1,Female,72,1,4,Manufacturing Director,2,Divorced,2683,24627,4,Y,Yes,15,4,3,80,3,20,5,3,37,17,8,14
28,Yes,Travel_Frequently,905,Research & Development,16,3,Technical Degree,1,849,3,Male,65,2,2,Healthcare Representative,3,Married,12726,10081,2,Y,Yes,17,4,2,80,0,30,2,3,17,2,1,4
47,No,Non-Travel,709,Sales,7,2,Human Resources,1,850,3,Male,68,1,5,Sales Executive,2,Married,8663,16550,9,Y,Yes,17,3,1,80,1,25,1,4,21,13,1,15
48,Yes,Non-Travel,526,Research & Development,4,3,Life Sciences,1,851,2,Male,90,1,2,Manager,2,Married,14083,18354,2,Y,No,19,4,1,80,0,29,6,1,34,17,4,5
41,No,Travel_Rarely,1398,Human Resources,23,1,Life Sciences,1,852,1,Male,45,1,4,Sales Representative,1,Divorced,14146,12864,9,Y,No,11,3,3,80,1,38,6,3,14,12,13,2
26,No,Non-Travel,1001,Sales,19,1,Medical,1,853,3,Female,88,2,2,Research Director,3,Single,12253,21061,6,Y,No,16,4,2,80,3,20,1,2,6,7,14,11
20,No,Non-Travel,1041,Human Resources,12,3,Other,1,854,2,Female,35,4,4,Research Scientist,4,Single,16736,18931,7,Y,Yes,15,3,1,80,1,15,2,2,12,3,7,3
48,Yes,Non-Travel,841,Sales,15,1,Marketing,1,855,3,Male,85,3,5,Sales Representative,2,Divorced,4223,14624,2,Y,Yes,14,4,1,80,1,6,0,3,35,14,5,2
